Provider_N,Location,County,Address,City,State,Zip,MailingAdd,MailingCit,MailingSta,MailingZip,Email,Phone,LicenseCap,Operation_,Operatio_1,Hours_Open,Hours_Clos,Infant_0_T,Toddler_13,Preschool_,Pre_K_Serv,School_Age,Ages_Other,Accepts_Ch,Has_Evenin,Has_Drop_I,Has_School,Has_Transp,Has_Tran_1,Has_Cacfp,Accreditat,Program_Ty,Provider_T,Exemption_,Available_,Funded_Pre,QR_Partici,QR_Rated,QR_Rating,Region,addrstatus,addrtype,addrlocat
LSS-197,Long Cane Elementary,Troup,238 Long Cane Rd.,LaGrange,GA,30240-8740,238 Long Cane Rd.,LaGrange,GA,30240-8740,pompeyrc@troup.org,(706) 812-7948,"0",JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,07:30:00,15:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,SACS,Local School System,LSS,NA,"44","44",FALSE,FALSE,NA,CW,OK,ROOFTOP,"32.958543,-85.129561"
LSS-36154,Long County High School,Long,1844 GA Hwy 57,Ludowici,GA,"31316",1844 GA Hwy 57,Ludowici,GA,"31316",kswindell@long.k12.ga.us,(912) 545-7843,NA,JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,07:30:00,15:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,Local School System,LSS,NA,"22","22",FALSE,FALSE,NA,SE,OK,ROOFTOP,"31.7069881,-81.7431917"
LSS-49729,Long County Pre-K Center,Long,1532 GA HWY 57,Ludowici,GA,"31316",1532 GA HWY 57,Ludowici,GA,"31316",tcammack@longcountyschools.org,(912) 545-7937,NA,NA,NA,00:00:00,00:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Local School System,LSS,NA,"176","176",FALSE,FALSE,NA,SE,OK,RANGE_INTERPOLATED,"31.7298646,-81.76416189999999"
LSS-617,Lonnie Jackson Academy,Muscogee,4601 Buena Vista Road,Columbus,GA,"31907",4601 Buena Vista Road,Columbus,GA,"31907",Hamilton.Amia.L@muscogee.k12.ga.us,(706) 565-3039,"0",JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,07:30:00,15:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,SACS,Local School System,LSS,NA,"88","88",FALSE,FALSE,NA,SW,OK,ROOFTOP,"32.4672598,-84.91688119999999"
LSS-34757,Lorraine Elementary,Rockdale,3343 East Fairview Rd.,Stockbridge,GA,"30281",3343 East Fairview Rd.,Stockbridge,GA,"30281",lksmith@rockdale.k12.ga.us,(770) 483-0657,NA,JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,07:30:00,15:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,Local School System,LSS,NA,"22","22",FALSE,FALSE,NA,CE,OK,ROOFTOP,"33.59548,-84.09264900000001"
CCLC-48257,Lost Mountain Academy,Paulding,78 Citizens Square Road,Dallas,GA,"30157",3151 Plains Way,Marietta,GA,"30066",meetaparikh@gmail.com,(770) 445-4344,"98",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR SA,06:00:00,18:00:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,NA,Child Care Learning Center,CCLC,NA,"22","22",TRUE,FALSE,NA,CW,OK,ROOFTOP,"33.935255,-84.7273933"
LSS-736,Louisville Academy,Jefferson,901 Mimosa Dr.,Louisville,GA,30434-1443,901 Mimosa Dr.,Louisville,GA,30434-1443,ethridget@jefferson.k12.ga.us,(478) 625-7794,"0",JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,07:30:00,15:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,SACS,Local School System,LSS,NA,"44","44",FALSE,FALSE,NA,CE,OK,ROOFTOP,"33.0075525,-82.40876399999999"
CCLC-209,Love Bug Learning Center,Fulton,1740 Stanton Rd.  SW,Atlanta,GA,"30311",1740 Stanton Rd.  SW,Atlanta,GA,"30311",lovebugsimsacadd@aol.com,(404) 768-3398,"103",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,07:00:00,18:00:00,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,Child Care Learning Center,CCLC,NA,"22","22",TRUE,FALSE,NA,NW,OK,ROOFTOP,"33.7076896,-84.4434608"
CCLC-1752,Love Bug Learning Center @ Greenbriar,Fulton,3480 Greenbriar Pkwy. SW  Suite 101,Atlanta,GA,"30331",3480 Greenbriar Pkwy. SW  Suite 101,Atlanta,GA,"30331",lovebugsimsacadd@aol.com,(404) 254-0614,"75",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:30:00,18:00:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,Child Care Learning Center,CCLC,NA,"22","22",TRUE,FALSE,NA,NW,OK,ROOFTOP,"33.6827935,-84.5026776"
LSS-1052,Love Nolan Elementary,Fulton,2725 Creel Rd.,College Park,GA,30349-4810,6201 Powers Ferry Rd NW,Atlanta,GA,"30339",coxton@fultonschools.org,(470) 254-7950,"0",JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,07:30:00,15:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,SACS,Local School System,LSS,NA,"44","44",FALSE,FALSE,NA,NW,OK,ROOFTOP,"33.5721568,-84.4811033"
CCLC-3249,Loving Care Learning Center,Houston,6040 Watson Blvd.,Warner Robins,GA,"31088",6040 Watson Blvd.,Warner Robins,GA,"31088",lovingcare@theassemblyga.org,(478) 953-8334,"327",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:30:00,18:00:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,Child Care Learning Center,CCLC,NA,"44","44",TRUE,TRUE,"2",SW,OK,ROOFTOP,"32.6156728,-83.7169954"
GAHS-28476,Lula Elementary School,Hall,6130 Chattahoochee St.,Lula,GA,"30554",1300 Athens Street,Gainesville,GA,"30507",maureen.franklin@ndohs.org,(770) 536-1816,"0",JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,07:30:00,15:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,GA Head Start,GAHS,NA,"22","22",FALSE,FALSE,NA,NE,OK,ROOFTOP,"34.3911826,-83.662026"
CCLC-673,Lumpkin County PreK,Lumpkin,300 Mechanicsville Road,Dahlonega,GA,"30533",PO Box 806,Dahlonega,GA,"30533",tammy.dill@ndohs.org,(706) 864-3456,"144",JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,08:00:00,14:30:00,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NAEYC,Child Care Learning Center,CCLC,NA,"88","88",TRUE,TRUE,"3",NE,OK,ROOFTOP,"34.5298186,-83.9748963"
LSS-1442,Lyerly Elementary,Chattooga,150 Oak Hill Street,Lyerly,GA,"30730",150 Oak Hill Road,Lyerly,GA,"30730",ccooper@chattooga.k12.ga.us,(706) 895-3323,"0",JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,07:30:00,15:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,SACS,Local School System,LSS,NA,"22","22",FALSE,FALSE,NA,NW,OK,ROOFTOP,"34.4054839,-85.40909309999999"
LSS-51090,Lyman Hall Elementary,Hall,2150 Memorial Park Dr.,Gainesville,GA,"30504",2150 Memorial Park Drive,Gainesville,GA,"30504",cyndy.crites@hallco.org,(770) 534-7044,NA,NA,NA,00:00:00,00:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,Local School System,LSS,NA,"22","22",FALSE,FALSE,NA,NE,OK,ROOFTOP,"34.263564,-83.85408699999999"
LSS-180,Lyons Pre-K Center,Toombs,600 Bulldog Road,Lyons,GA,"30436",600 Bulldog Road,Lyons,GA,"30436",christopher.bell@toombs.k12.ga.us,(912) 526-8391,"120",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,07:30:00,15:30:00,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,Local School System,LSS,NA,"106","106",FALSE,FALSE,NA,SE,OK,ROOFTOP,"32.1883049,-82.3429529"
CCLC-12540,M & S Magical Stars Daycare,Clayton,2870 Rex Road,Ellenwood,GA,"30294",2870 Rex Road,Ellenwood,GA,"30294",sangleaton@bellsouth.net,(770) 968-5433,"132",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:00:00,18:30:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,Child Care Learning Center,CCLC,NA,"44","44",TRUE,TRUE,"3",CW,OK,ROOFTOP,"33.5920826,-84.29638030000001"
CCLC-30931,M & S Magical Stars Daycare II,Henry,4984 Hwy 42 South,Locust Grove,GA,"30248",4984 Hwy 42 South,Locust Grove,GA,"30248",msmagicalstarsda@bellsouth.net,(770) 320-7643,"125",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:00:00,18:30:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,NA,Child Care Learning Center,CCLC,NA,"44","44",TRUE,TRUE,"2",SW,OK,ROOFTOP,"33.3319246,-84.0785442"
LSS-1122,M. E. Lewis Elementary School,Hancock,11145 Hwy. 15 North,Sparta,GA,"31087",11145 Hwy. 15 North,Sparta,GA,"31087",aprimus@hancock.k12.ga.us,(706) 444-7239,"0",JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,07:30:00,15:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,SACS,Local School System,LSS,NA,"66","66",FALSE,FALSE,NA,CE,OK,ROOFTOP,"33.2979556,-82.9701035"
LSS-520,Macon County Elementary School,Macon,400 State Route 128 Bypass Road,Oglethorpe,GA,31068-1111,400 State Route 128 Bypass Road,Oglethorpe,GA,31068-1111,sbrown@macon.k12.ga.us,(478) 472-7221,"0",JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,07:30:00,15:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,SACS|GAC,Local School System,LSS,NA,"66","66",FALSE,FALSE,NA,SW,OK,ROOFTOP,"32.2883305,-84.0726084"
CCLC-46090,Madalyn's House Childcare,Cobb,3865 Powder Springs Road,Powder Springs,GA,"30127",3865 Powder Springs Road,Powder Springs,GA,"30127",mhousechildcare@gmail.com,(678) 269-6030,"104",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR SA,00:00:00,00:00:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,Child Care Learning Center,CCLC,NA,"22","22",TRUE,FALSE,NA,CW,OK,ROOFTOP,"33.8597996,-84.66665080000001"
LSS-51092,Madison County Early Learning Center,Madison,800 Madison Street,Danielsville,GA,"30633",P.O. Box 37,Danielsville,GA,"30633",mbarrett@madison.k12.ga.us,(706) 795-2191,NA,NA,NA,00:00:00,00:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,Local School System,LSS,NA,"132","132",FALSE,FALSE,NA,NE,OK,ROOFTOP,"34.1188079,-83.2103723"
CCLC-3571,Maggie Campbell Gingerbread House Early Learning Center,Tift,719 South Ridge Ave.,Tifton,GA,"31794",P.O. Box 7045,Tifton,GA,"31793",maggiecampbells@bellsouth.net,(229) 388-9494,"44",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:00:00,18:00:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Child Care Learning Center,CCLC,NA,"22","22",TRUE,TRUE,"2",SW,OK,GEOMETRIC_CENTER,"31.4403537,-83.51967619999999"
CCLC-46624,Magic Wonder Daycare Learning Center,Columbia,740 Jennings Road,Evans,GA,"30809",740 Jennings Road,Evans,GA,"30809",magicw@knology.net,(706) 364-7840,"83",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR SA,06:00:00,18:30:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,Child Care Learning Center,CCLC,NA,"22","22",TRUE,TRUE,"1",CE,OK,ROOFTOP,"33.5488877,-82.1064724"
CCLC-50053,Magic Years of Learning (Gainesville),Hall,122 Gabriel Dr. NE,Gainesville,GA,"30501",122 Gabriel Dr. NE,Gainesville,GA,"30501",magicyears438@gmail.com,(770) 536-4681,"150",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:00:00,18:00:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Child Care Learning Center,CCLC,NA,"44","44",TRUE,FALSE,NA,NE,OK,ROOFTOP,"34.3323061,-83.8062605"
LSS-49460,Magnolia Early Childhood Education Center,Dougherty,1700 Samford Avenue,Albany,GA,"31707",1700 Samford Avenue,Albany,GA,"31707",gail.solomon@docoschools.org,(229) 431-1290,NA,NA,NA,00:00:00,00:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Local School System,LSS,NA,"306","306",FALSE,FALSE,NA,SW,OK,ROOFTOP,"31.5797074,-84.19202729999999"
LSS-384,Main Elementary,Floyd,3 Watters St.,Rome,GA,"30161",3 Watters St.,Rome,GA,"30161",wstyles@rcs.rome.ga.us,(706) 295-7180,"0",NA,NA,00:00:00,00:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,SACS|GAC,Local School System,LSS,NA,"44","44",FALSE,FALSE,NA,NW,OK,ROOFTOP,"34.2583505,-85.1546609"
LSS-1364,Mamie Lou Gross Elementary,Camden,277 Roberts Path,Woodbine,GA,"31569",277 Roberts Path,Woodbine,GA,"31569",CAdcox@camden.k12.ga.us,(912) 576-4800,"0",JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,07:30:00,15:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,SACS|GAC,Local School System,LSS,NA,"22","22",FALSE,FALSE,NA,SE,OK,ROOFTOP,"30.8492159,-81.6773461"
LSS-22748,Manning Oaks Elementary School,Fulton,405 Cumming Street,Alpharetta,GA,"30004",405 Cumming Street,Alpharetta,GA,"30004",rosenthall@fultonschools.org,(470) 254-2912,"0",JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,07:30:00,15:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,Local School System,LSS,NA,"22","22",FALSE,FALSE,NA,NW,OK,ROOFTOP,"34.0827844,-84.2765247"
LSS-657,Mansfield Elementary,Newton,45 East Third Ave.,Mansfield,GA,"30055",45 East Third Ave.,Mansfield,GA,"30055",sauls.teresa@newton.k12.ga.us,(770) 784-2948,"0",JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,07:30:00,15:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,SACS,Local School System,LSS,NA,"44","44",FALSE,FALSE,NA,CE,OK,ROOFTOP,"33.5212682,-83.7336555"
LSS-1308,Marbut Elementary,DeKalb,5776 Marbut Rd.,Lithonia,GA,30058-8351,5776 Marbut Rd.,Lithonia,GA,30058-8351,Andre_Mountain@Dekalbschoolsga.org,(678) 676-8802,"0",JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,07:30:00,15:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,SACS,Local School System,LSS,NA,"44","44",FALSE,FALSE,NA,CE,OK,ROOFTOP,"33.7305948,-84.1523043"
CCLC-47864,Marcus Autism Center,DeKalb,1920 Briarcliff Road,Atlanta,GA,30329-4010,1920 Briarcliff Road,Atlanta,GA,30329-4010,michael.siller@emory.edu,(404) 785-6863,"61",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,08:30:00,17:30:00,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Child Care Learning Center,CCLC,NA,"20","20",TRUE,FALSE,NA,CE,OK,ROOFTOP,"33.8094046,-84.33538829999999"
CCLC-502,Marietta Academy,Cobb,444 Pat Mell Road,Marietta,GA,"30060",444 Pat Mell Road,Marietta,GA,"30060",mariettaacademy444@yahoo.com,(770) 435-3443,"170",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:00:00,00:00:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,NA,Child Care Learning Center,CCLC,NA,"66","66",TRUE,FALSE,NA,CW,OK,ROOFTOP,"33.9026613,-84.56598890000001"
LSS-49453,Marietta City Early Learning Center,Cobb,377 Henry Drive,Marietta,GA,"30064",377 Henry Drive,Marietta,GA,"30064",cramirez@marietta-city.k12.ga.us,(678) 695-7257,NA,NA,NA,00:00:00,00:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,Local School System,LSS,NA,"110","110",FALSE,FALSE,NA,CW,OK,ROOFTOP,"33.946048,-84.554863"
CCLC-84,Marietta Head Start/Pre-K,Cobb,461 Allgood RD,Marietta,GA,"30060",461 Allgood RD,Marietta,GA,"30060",tressie.evans@ndohs.org,(770) 424-1961,"219",JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,07:35:00,14:05:00,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NAEYC,Child Care Learning Center,CCLC,NA,"44","44",TRUE,TRUE,"2",CW,OK,ROOFTOP,"33.9628011,-84.5397248"
DOD-542,Marine Corps Logistics Base Child Development Services,Dougherty,814 Radford Blvd.  Ste. -20311,Albany,GA,31704-7311,814 Radford Blvd.  Bldg 7200 Suite 20311,Albany,GA,31704-7311,Marti.Kyle@usmc-mccs.org,(229) 639-7930,"305",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,07:00:00,18:00:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NAEYC,Department of Defense,DOD,NA,"22","22",TRUE,FALSE,NA,SW,OK,ROOFTOP,"31.550765,-84.063847"
LSS-543,Marion County Pre-Kindergarten Center,Marion,1707 Pineville Road,Buena Vista,GA,31803-1111,1707 Pineville Road,Buena Vista,GA,31803-1111,medders.leigh@marion.k12.ga.us,(229) 649-5567,"0",JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,07:30:00,15:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,Local School System,LSS,NA,"66","66",FALSE,FALSE,NA,SW,OK,ROOFTOP,"32.2874299,-84.53632859999999"
LSS-30745,Marlow Elementary School,Effingham,5160 Highway 17 South,Guyton,GA,"31312",5160 Highway 17 South,Guyton,GA,"31312",ldickerson@effingham.k12.ga.us,(912) 728-3262,"0",JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,07:30:00,15:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,SACS|GAC,Local School System,LSS,NA,"66","66",FALSE,FALSE,NA,SE,OK,ROOFTOP,"32.1981128,-81.362526"
LSS-49456,Marshall Elementary,Clayton,5885 Maddox Road,Morrow,GA,"30260",5885 Maddox Road,Morrow,GA,"30260",candice.r.mcdryde@clayton.k2.ga.us,(404) 675-8019,NA,NA,NA,00:00:00,00:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,Local School System,LSS,NA,"22","22",FALSE,FALSE,NA,CW,OK,ROOFTOP,"33.5938083,-84.31824160000001"
LSS-1416,Marshpoint Elementary,Chatham,135 Whitmarsh Island Road,Savannah,GA,"31410",135 Whitmarsh Island Road,Savannah,GA,"31410",lynne.phillips@sccpss.com,(912) 395-4000,"0",JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,07:30:00,15:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,GAC,Local School System,LSS,NA,"44","44",FALSE,FALSE,NA,SE,OK,RANGE_INTERPOLATED,"32.0074602,-80.98729949999999"
LSS-30739,Martha Rawls Smith Elementary,Wayne,1206 N. 4th Street,Jesup,GA,"31545",1206 N. 4th Street,Jesup,GA,"31545",saaron@wayne.k12.ga.us,(912) 427-1044,"0",JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,07:30:00,15:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,SACS,Local School System,LSS,NA,"62","62",FALSE,FALSE,NA,SE,OK,RANGE_INTERPOLATED,"31.6272347,-81.87662"
LSS-38583,Martin Luther King Elementary,Bibb,1301 Shurling Dr.,Macon,GA,"31211",1301 Shurling Dr.,Macon,GA,"31211",suzan.watkins@bcsdk12.net,(478) 779-2100,NA,JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,07:30:00,15:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,Local School System,LSS,NA,"44","44",FALSE,FALSE,NA,SW,OK,ROOFTOP,"32.8595435,-83.60016209999999"
LSS-25634,Martin Luther King Jr. Elementary School,Clayton,5745 West Lee's Mill Road,College Park,GA,"30349",5745 West Lee's Mill Road,College Park,GA,"30349",pamela.murphy@clayton.k12.ga.us,(770) 991-4651,"0",JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,07:30:00,15:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,SACS|GAC,Local School System,LSS,NA,"22","22",FALSE,FALSE,NA,CW,OK,RANGE_INTERPOLATED,"33.60784890000001,-84.41231510000001"
LSS-15296,Mary Lee Clark Elementary,Camden,318 Mickler Dr.,St. Marys,GA,"31558",318 Mickler Dr.,St. Marys,GA,"31558",scobb@camden.k12.ga.us,(912) 882-4373,"0",JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,07:30:00,15:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,SACS|GAC,Local School System,LSS,NA,"22","22",FALSE,FALSE,NA,SE,OK,ROOFTOP,"30.7701398,-81.5905725"
LSS-625,Mathews Elementary,Muscogee,7533 Lynch Road,Midland,GA,"31820",7533 Lynch Road,Midland,GA,"31820",Greene.Janice.M@muscogee.k12.ga.us,(706) 569-3656,"0",JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,07:30:00,15:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,SACS,Local School System,LSS,NA,"64","64",FALSE,FALSE,NA,SW,OK,ROOFTOP,"32.5574016,-84.8410086"
LSS-17886,Matilda Harris Elementary,Camden,1100 Lakes Boulevard,Kingsland,GA,"31548",1100 Lake Boulevard,Kingsland,GA,"31548",AGay@camden.k12.ga.us,(912) 729-2940,"0",JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,07:30:00,15:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,SACS|GAC,Local School System,LSS,NA,"22","22",FALSE,FALSE,NA,SE,OK,ROOFTOP,"30.7976232,-81.6542386"
LSS-51365,Matt Wilson Elementary,Tift,510 W. 17th Street,Tifton,GA,"31794",510 W. 17th Street,Tifton,GA,"31794",mgreer@tiftschools.com,(229) 387-2440,NA,NA,NA,00:00:00,00:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Local School System,LSS,NA,"44","44",FALSE,FALSE,NA,SW,OK,ROOFTOP,"31.442835,-83.521186"
LSS-1212,Matthew Arthur School,Houston,2500 Highway 127,Kathleen,GA,"31047",2500 Highway 127,Kathleen,GA,"31047",kelly.rush@hcbe.net,(478) 988-6170,"0",JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,07:30:00,15:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,SACS,Local School System,LSS,NA,"44","44",FALSE,FALSE,NA,SW,OK,ROOFTOP,"32.5050874,-83.6510717"
